INSTID,SCHLYR,DISTNM,ADMCNT,DISTADMPCT,PLTADMPCT,STUDENRCNT,STSTUDENRCNT,SPLEDSTUDCNT,DISTSPLEDPCT,PLTSPLEDPCT,ESLSTUDCNT,DISTESLPCT,PLTESLPCT,TEENPARCNT,DISTTEENPARPCT,PLTTEENPARPCT,NEGLFOSCARESTUDCNT,DISTNEGLFOSCAREPCT,PLTNEGLFOSCAREPCT,STUDINPVTYCNT,DISTSTUDINPVTYPCT,PLTSTUDINPVTYPCT,HOMESCHLSTUDCNT,DISTHOMESCHLPCT,PLTHOMESCHLPCT,PRIVSCHLSTUDCNT,DISTPRIVSCHLPCT,PLTPRIVSCHLPCT,MnrtyStudCnt,DistMnrtyStudPct,StMnrtyStudPct,DistYr178DropOutPct,StYr178DropOutPct,DistYr1912DropOutPct,StYr1912DropOutPct,DistYr4DropOutPct,StYr4DropOutPct,HHINCMAMT,STHHINCMAMT,HHWCHLDPCT,STHHWCHLDPCT,POPCMPLTHSPCT,STPOPCMPLTHSPCT,POPATTDCLGPCT,STPOPATTDCLGPCT,DISTTOTFTE,PLTTOTFTE,LICSTFFTE,DISTLICSTFPCT,PLTLICSTFPCT,INSTRASSTFTE,DISTINSTRASSTPCT,PLTINSTRASSTPCT,SCHLADMINFTE,DISTSCHLADMINPCT,PLTSCHLADMINPCT,CNTLADMINFTE,DISTCNTLADMINPCT,PLTCNTLADMINPCT,CLSFSUPPSTFFTE,DISTCLSFSUPPSTFPCT,PLTCLSFSUPPSTFPCT,DIRCLSRMAMT,STDIRCLSRMAMT,CLSRMSUPPAMT,STCLSRMSUPPAMT,BLDGSUPPAMT,STBLDGSUPPAMT,CNTLSUPPAMT,STCNTLSUPPAMT,GENFUNDOPCOST,STGENFUNDOPCOST,DirClsRmTotAmt,DirClsRmStTotAmt,ClsRmSuppTotAmt,ClsRmSuppStTotAmt,BldgSuppTotAmt,BldgSuppStTotAmt,CntlSuppTotAmt,CntlSuppStTotAmt,TotAmt,StTotAmt,AVGCLSSZ,STAVGCLSSZ,STUDPTCHRAMT,STSTUDPTCHRAMT,OPENENRFLG,STUDPCOMPAMT,STSTUDPCOMPAMT,STUDPNETCONNAMT,STSTUDPNETCONNAMT,SES3GrdRng,SES5GrdRng,SES8GrdRng,SES10GrdRng,BldgUnder11Cnt,Bldg11to20Cnt,Bldg21to30Cnt,Bldg31to40Cnt,Bldg41to50Cnt,Bldg51to60Cnt,BldgOver60Cnt,InstrDayKCnt,InstrDay1Cnt,InstrDay2Cnt,InstrDay3Cnt,InstrDay4Cnt,InstrDay5Cnt,InstrDay6Cnt,InstrDay7Cnt,InstrDay8Cnt,InstrDay9Cnt,InstrDay10Cnt,InstrDay11Cnt,InstrDay12Cnt,StInstrDayKAvg,StInstrDay1Avg,StInstrDay2Avg,StInstrDay3Avg,StInstrDay4Avg,StInstrDay5Avg,StInstrDay6Avg,StInstrDay7Avg,StInstrDay8Avg,StInstrDay9Avg,StInstrDay10Avg,StInstrDay11Avg,StInstrDay12Avg,Read3GrdAtAbvPct,Read5GrdAtAbvPct,Read8GrdAtAbvPct,Read10GrdAtAbvPct,StRead3GrdAtAbvPct,StRead5GrdAtAbvPct,StRead8GrdAtAbvPct,StRead10GrdAtAbvPct,Writ5GrdAtAbvPct,Writ8GrdAtAbvPct,Writ10GrdAtAbvPct,StWrit5GrdAtAbvPct,StWrit8GrdAtAbvPct,StWrit10GrdAtAbvPct,Math3GrdAtAbvPct,Math5GrdAtAbvPct,Math8GrdAtAbvPct,Math10GrdAtAbvPct,StMath3GrdAtAbvPct,StMath5GrdAtAbvPct,StMath8GrdAtAbvPct,StMath10GrdAtAbvPct,Prob5GrdAtAbvPct,Prob8GrdAtAbvPct,Prob10GrdAtAbvPct,StProb5GrdAtAbvPct,StProb8GrdAtAbvPct,StProb10GrdAtAbvPct,last column
1936,"7/1/2000","WARRENTON-HAMMOND SCH DIST 30",821.3,95.83,95.58,857,545680,116,13.54,12.42,,,,3,0.37,0.31,2,0.23,0.15,159,18.55,14.38,,,,19,2.22,28.33,77,8.98,20.86,0,0.83,5.65,5.25,20.84,15.67,,,32.69,30.8,77.48,,40.26,,105.7,55896.6,57.1,54.02,55.04,16.3,15.42,14.51,3.5,3.31,2.92,2,1.89,1.5,26.8,25.35,26.03,3519.76175,3578.414585,993.478144,1134.431819,1169.900081,1043.786027,336.166546,291.238395,6019.306521,6047.870827,4411.018284,3947.282717,1241.988669,1347.506967,1356.466674,1351.411667,405.911773,328.390216,7415.3854,6974.591568,21.35,22.61,16.39,19.36,"No",7.86,5.73,7.72,5.99,,,,,,4,0,2,0,2,0,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,87,61,45,44,84,77,62,53,68,54,76,64,68,79,75,67,46,26,75,73,56,42,65,46,63,76,58,57,-
1936,"7/1/2001","Warrenton-Hammond SD 30",800.7,89.36,95.5,896,551679,118,13.17,12.74,0,0,8.99,3,0.37,0.31,16,1.79,0.68,140,15.63,14.31,44,4.91,3.66,22,2.46,6.73,107,11.94,22.29,0,0.69,2.87,4.86,9.54,13.86,,,32.69,30.8,77.48,,40.26,,106.8,56601.5,62.3,58.33,54.42,12.1,11.33,14.94,3.8,3.56,2.9,2,1.87,1.39,26.6,24.91,26.35,3508.604095,3663.047792,1062.346629,1165.20201,1185.25241,1087.937936,399.128537,296.942721,6155.331671,6213.130461,4479.944687,4067.62765,1307.106573,1433.480002,1255.810033,1391.866605,485.364497,321.959583,7528.22579,7214.933842,20.38,22.71,15.77,19.55,"No",6.74,5.94,6.74,,,,,,,1,3,2,0,2,0,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,97.06,71.19,48.48,58.62,85.07,78.98,64.19,53.14,40.67,58.06,65.58,69.19,66.28,78.79,84.61,60,40.58,45.62,76.81,75.25,56.37,44.73,39.68,26.16,44.06,61.88,51.9,49.62,-
1936,"7/1/2002","Warrenton-Hammond SD 30",800.81,87.52,95.53,915,554071,123,13.44,12.89,3,0.37,9.39,3,0.37,0.31,0,0,0.1,,,,,,,,,6.33,115,12.57,23.66,0,,1.8,4.4,7.1,12.2,,,,,,,,,102.7,54650.1,57.8,56.28,54.28,13.5,13.15,15.23,3.8,3.7,2.92,2,1.95,1.22,25.6,24.93,26.35,3293.369377,3558.128021,1068.591016,1105.710112,928.490721,1044.12508,339.78259,300.078602,5630.233704,6008.041817,4100.654459,3972.356403,1202.591945,1406.176936,1163.251431,1340.382984,340.525759,324.706771,6807.023594,7043.623095,21.05,23.06,17.26,20.33,"No",6.1,6.27,6.1,,,,,,,0,0,0,0,0,0,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,92.06,81.03,61.42,59.68,86.22,80.41,63.42,53.57,,,85.48,,,81.7,82.81,84.21,57.14,38.81,79.43,79.26,61.48,46.23,,,52.71,,,51.3,-
1936,"7/1/2003","Warrenton-Hammond SD 30",785.77,92.77,95.55,847,551410,140,16.53,12.68,3,0.38,10.05,2,0.25,0.27,0,0,0.09,,,,,,,,,,85,10.04,24.85,,0.6,3,4.6,11,12.6,,,,,,,,,90.5,53851.7,49,54.14,54.02,11.4,12.6,15.72,3.5,3.87,2.86,2,2.21,1.14,24.6,27.18,26.26,3678.107508,3615.516357,1034.761381,1080.447678,1045.885336,1091.510161,383.241853,316.585551,6141.996078,6104.05975,4109.861912,4069.54675,1083.242479,1394.602386,1291.981676,1418.15316,383.241853,346.091873,6868.32792,7228.39417,20.29,23.82,18.29,20.55,,6.09,5.77,6.09,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,94.92,90.48,57.37,43.48,,,,,79.55,75.8,72.91,,,,83.88,60.47,52.38,30.43,,,,,76.09,42.62,,,,,-
1936,"7/1/2004","Warrenton-Hammond SD 30",785.28,95.19,94.57,825,552339,126,15.27,12.74,12,1.53,10.35,3,0.38,0.22,,,,,,,,,,,,,99,12,27.44,,0.4,3.4,4.2,10.8,11.3,,,,,,,,,92.8,55307,49.8,53.66,53.48,13.6,14.66,16.56,3,3.23,2.84,2,2.16,1.15,24.4,26.29,25.97,3787.58509,3769.575188,986.316206,1135.173281,1109.282351,1161.77714,421.927963,331.290935,6305.11161,6397.816545,4340.077842,4276.285699,1134.921357,1485.124849,1365.959636,1508.631223,425.1084,357.749569,7266.067235,7627.791341,19.95,23.64,17.37,20.27,,6.71,4.84,7.05,,"469-469","437-437","169-169","164-164",,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,94.23,84.38,42.31,60,88.78,85.08,65.03,55.79,,,75.86,,,78.86,90.74,81.54,42.3,75.86,88.09,86.47,65.92,48.68,,,,,,,-
1936,"7/1/2005","Warrenton-Hammond SD 30",768.1,95.42,94.78,805,559254,111,13.79,12.63,3,0.39,10.27,0,0,0.23,,,,,,,,,,,,,94,11.68,27.58,0,0.4,1.54,4.1,6.4,13.7,,,,,,,,,92.3,56575.7,49.1,53.2,53.28,14.3,15.49,16.51,2.7,2.93,2.92,3,3.25,1.17,23.2,25.14,26.12,3992.514124,4005.379562,1174.335242,1214.87737,1267.761105,1242.443506,439.573254,328.162831,6874.183725,6790.86327,4528.330782,4546.761197,1324.014844,1593.279422,1710.596583,1617.38462,440.515018,358.548566,8003.457227,8115.973808,20.62,23.6,17.31,20.09,,4.85,,6.49,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,96.23,98.12,60,57.57,90.13,86.23,68.34,57.36,,,62.12,,,76.98,92.6,92.59,53.85,50.75,88.15,87.2,68.01,46.89,,,,,,,-
1936,"7/1/2006","Warrenton-Hammond SD 30",,,,840,562828,117,13.93,12.62,,,,,,,,,,,,,,,,,,,108,12.86,29.41,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,4008.510238,4237.396191,1116.159273,1297.259921,1240.003273,1302.577587,435.639345,348.481508,6800.312129,7185.715208,4483.649523,4777.123807,1273.196654,1685.248519,1550.380607,1675.364305,435.639345,380.772109,7742.866129,8518.508743,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1936,"7/1/2007","Warrenton-Hammond SD 30",,,,880,566067,,,,,,,,,,,,,,,,,,,,,,124,14.09,30.64,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,4134.089375,4565.275658,1179.31134,1396.478018,1273.306738,1418.606667,416.363511,385.264495,7003.070964,7765.62484,4976.084931,5102.242765,1336.357943,1797.957197,1713.157852,1822.471957,433.621056,417.060486,8459.221782,9139.732407,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1936,"7/1/2008","Warrenton-Hammond SD 30",,,,868,564064,,,,,,,,,,,,,,,,,,,,,,125,14.4,31.19,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1936,"7/1/2009","Warrenton-Hammond SD 30",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1944,"7/1/1999","SCAPPOOSE SCH DIST 1J",2088.1,96.31,95.11,2168,545085,201,9.27,11.32,,,,,,,,,0.29,178,8.21,14.31,,,,55,2.54,7.12,116,5.35,18,0,1.13,3.51,6.3,13.41,18.37,68291,53699,36.65,34.4,54.35,81.48,30.78,52.55,208.5,55282.8,123.8,59.38,55.11,27.7,13.29,14.08,6,2.88,2.93,2,0.96,1.42,49,23.5,26.45,3177.477652,3420.96401,995.544976,1082.570434,1167.619119,1001.0682,261.002647,282.780827,5601.644394,5787.383473,3347.883851,3736.753912,997.258413,1239.991766,1376.972223,1270.376076,261.011849,298.775495,5983.126336,6545.897251,23.4,22.83,19.39,19.54,"Yes",7.45,5.88,23.06,7.52,,,,,,4,9,1,1,1,3,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,175,86,79,63,54,82,74,64,52,72,67,78,65,66,77,87,71,43,32,75,69,56,40,53,51,24,64,55,45,-
1944,"7/1/2000","SCAPPOOSE SCH DIST 1J",2131.2,96.61,95.58,2206,545680,249,11.29,12.42,,,,4,0.19,0.31,0,0,0.15,187,8.48,14.38,,,,55,2.49,28.33,133,6.03,20.86,0,0.83,2.39,5.25,9.07,15.67,,,30.87,30.8,78.9,,45.89,,217.5,55896.6,126.7,58.25,55.04,29.2,13.43,14.51,6,2.76,2.92,2,0.92,1.5,53.6,24.64,26.03,3290.855843,3578.414585,1031.825072,1134.431819,1154.716228,1043.786027,251.650335,291.238395,5729.047478,6047.870827,3476.980802,3947.282717,1091.694796,1347.506967,1483.805897,1351.411667,251.650335,328.390216,6304.13183,6974.591568,24.1,22.61,19.3,19.36,"Yes",6.47,5.73,10.76,5.99,,,,,,4,9,1,1,1,3,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,176,88,85,66,52,84,77,62,53,65,70,84,64,68,79,80,76,48,40,75,73,56,42,81,58,49,76,58,57,-
1944,"7/1/2001","SCAPPOOSE SCH DIST 1J",2147,95.98,95.5,2237,551679,262,11.71,12.74,1,0.05,8.99,1,0.05,0.31,15,0.67,0.68,188,8.4,14.31,100,4.47,3.66,60,2.68,6.73,130,5.81,22.29,0,0.69,1.4,4.86,5.64,13.86,,,30.87,30.8,78.9,,45.89,,225.3,56601.5,127.4,56.55,54.42,35.4,15.71,14.94,7,3.11,2.9,2,0.89,1.39,53.5,23.75,26.35,3327.529521,3663.047792,1065.484595,1165.20201,1239.434912,1087.937936,262.455896,296.942721,5894.904924,6213.130461,3641.541153,4067.62765,1084.643468,1433.480002,1516.023527,1391.866605,268.304488,321.959583,6510.512636,7214.933842,24.11,22.71,19.3,19.55,"Yes",7.71,5.94,8.95,,,,,,,2,7,1,0,1,3,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,169,82.47,80.81,69.59,53.76,85.07,78.98,64.19,53.14,67.65,73,86.44,69.19,66.28,78.79,83.23,77.19,55.09,35.47,76.81,75.25,56.37,44.73,59.88,41.21,50.92,61.88,51.9,49.62,-
1944,"7/1/2002","SCAPPOOSE SCH DIST 1J",2119.97,96.71,95.53,2192,554071,255,11.63,12.89,0,0,9.39,0,0,0.31,0,0,0.1,,,,,,,0,0,6.33,170,7.76,23.66,0,,1.5,4.4,6.2,12.2,,,,,,,,,221.5,54650.1,126.9,57.29,54.28,32,14.45,15.23,7,3.16,2.92,3,1.35,1.22,52.6,23.75,26.35,3354.984849,3558.128021,1071.081815,1105.710112,1190.379105,1044.12508,382.035442,300.078602,5998.481211,6008.041817,3621.985725,3972.356403,1075.372176,1406.176936,1423.701897,1340.382984,382.035442,324.706771,6503.09524,7043.623095,21.47,23.06,19.01,20.33,"Yes",6.87,6.27,7.91,,,,,,,0,0,0,0,0,0,169,169,169,169,169,169,169,167,165,,169,168,168,169,169,169,169,169,169,169,167,165,,169,168,168,96.6,81.63,66.67,51.48,86.22,80.41,63.42,53.57,,,83.74,,,81.7,85.72,79.47,63.64,40,79.43,79.26,61.48,46.23,,,27.93,,,51.3,-
1944,"7/1/2003","SCAPPOOSE SCH DIST 1J",2103.11,97.55,95.55,2156,551410,272,12.62,12.68,0,0,10.05,0,0,0.27,0,0,0.09,,,,,,,,,,191,8.86,24.85,,0.6,2.2,4.6,7,12.6,,,,,,,,,201,53851.7,117.6,58.51,54.02,29.1,14.48,15.72,6,2.99,2.86,3,1.49,1.14,45.3,22.54,26.26,3414.792073,3615.516357,949.145004,1080.447678,1076.740751,1091.510161,381.484123,316.585551,5822.161951,6104.05975,3693.563766,4069.54675,952.525565,1394.602386,1314.356776,1418.15316,384.339086,346.091873,6344.785193,7228.39417,24.87,23.82,20.15,20.55,,4.9,5.77,5.44,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,92.69,77.92,59.57,48.17,,,,,66.23,73.08,74.72,,,,90.3,77.71,56.22,42.33,,,,,52,31.69,,,,,-
1944,"7/1/2004","SCAPPOOSE SCH DIST 1J",2154.56,97.71,94.57,2205,552339,262,11.88,12.74,1,0.05,10.35,2,0.09,0.22,,,,,,,,,,,,,201,9.12,27.44,,0.4,1.7,4.2,6.7,11.3,,,,,,,,,196.2,55307,113.6,57.9,53.48,29.7,15.14,16.56,6,3.06,2.84,2,1.02,1.15,44.9,22.88,25.97,3347.98863,3769.575188,934.208149,1135.173281,1229.703528,1161.77714,429.746702,331.290935,5941.647009,6397.816545,3784.312176,4276.285699,935.4076,1485.124849,1513.348476,1508.631223,441.671922,357.749569,6674.740174,7627.791341,25.43,23.64,21.37,20.27,,6.16,4.84,7.63,,"630-655","615-663","288-288","258-258",,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,87.35,80.77,44.32,34.27,88.78,85.08,65.03,55.79,,,82.04,,,78.86,92.12,84.71,56.91,37.57,88.09,86.47,65.92,48.68,,,,,,,-
1944,"7/1/2005","SCAPPOOSE SCH DIST 1J",2154.6,95.89,94.78,2247,559254,250,11.13,12.63,,,10.27,,,0.23,,,,,,,,,,,,,273,12.15,27.58,0,0.4,1.06,4.1,3.2,13.7,,,,,,,,,202.7,56575.7,115.7,57.08,53.28,30.1,14.85,16.51,6.5,3.21,2.92,2,0.99,1.17,48.4,23.88,26.12,3576.029684,4005.379562,976.389412,1214.87737,1545.84437,1242.443506,268.175447,328.162831,6366.438913,6790.86327,3972.909243,4546.761197,1364.419599,1593.279422,1828.993925,1617.38462,278.331766,358.548566,7444.654533,8115.973808,24.51,23.6,21.32,20.09,,6.63,,6.77,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,90.41,92.86,61.54,50.58,90.13,86.23,68.34,57.36,,,79.89,,,76.98,91.09,91.01,62.66,39.76,88.15,87.2,68.01,46.89,,,,,,,-
1944,"7/1/2006","Scappoose SD 1J",,,,2199,562828,229,10.41,12.62,,,,,,,,,,,,,,,,,,,269,12.23,29.41,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,3736.412828,4237.396191,1063.766143,1297.259921,1399.316975,1302.577587,287.992692,348.481508,6487.488638,7185.715208,4022.924579,4777.123807,1066.181628,1685.248519,1685.857335,1675.364305,298.330895,380.772109,7073.294437,8518.508743,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1944,"7/1/2007","Scappoose SD 1J",,,,2208,566067,,,,,,,,,,,,,,,,,,,,,,266,12.05,30.64,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,4000.95168,4565.275658,1193.359166,1396.478018,1500.366259,1418.606667,413.185932,385.264495,7107.863037,7765.62484,4541.569855,5102.242765,1210.307644,1797.957197,1799.95379,1822.471957,419.427327,417.060486,7971.258616,9139.732407,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1944,"7/1/2008","Scappoose SD 1J",,,,2250,564064,,,,,,,,,,,,,,,,,,,,,,298,13.24,31.19,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1944,"7/1/2009","Scappoose SD 1J",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1945,"7/1/1999","Clatskanie Sch Dist 6j",929,95.77,95.11,970,545085,105,10.82,11.32,,,,,,,,,0.29,117,12.06,14.31,,,,,,7.12,73,7.53,18,0,1.13,3.36,6.3,11.85,18.37,50717,53699,40.71,34.4,50.58,81.48,24.72,52.55,111.2,55282.8,56.1,50.45,55.11,17.9,16.1,14.08,3,2.7,2.93,2.5,2.25,1.42,31.7,28.51,26.45,3533.723216,3420.96401,741.227556,1082.570434,974.581061,1001.0682,425.458752,282.780827,5674.990585,5787.383473,3823.452536,3736.753912,1095.845597,1239.991766,1323.37668,1270.376076,425.525979,298.775495,6668.200792,6545.897251,22,22.83,18.98,19.54,"No",6.38,5.88,9.42,7.52,,,,,,0,2,1,0,1,1,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,179,91,77,59,43,82,74,64,52,59,77,81,65,66,77,90,65,44,22,75,69,56,40,50,31,50,64,55,45,-
1945,"7/1/2000","Clatskanie Sch Dist 6j",902.5,97.04,95.58,930,545680,109,11.72,12.42,,,,0,0,0.31,0,0,0.15,120,12.9,14.38,,,,,,28.33,70,7.53,20.86,0.61,0.83,3.78,5.25,13.92,15.67,,,31.49,30.8,79.5,,40.43,,113,55896.6,56.4,49.91,55.04,18.9,16.73,14.51,3,2.65,2.92,2.5,2.21,1.5,32.2,28.5,26.03,3698.079924,3578.414585,860.904107,1134.431819,1093.152634,1043.786027,453.834892,291.238395,6105.971557,6047.870827,3955.86201,3947.282717,1170.555516,1347.506967,1485.804408,1351.411667,453.917193,328.390216,7066.139127,6974.591568,21.64,22.61,18.13,19.36,"No",6.37,5.73,8.45,5.99,,,,,,0,2,1,0,1,1,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,178,88,66,60,50,84,77,62,53,41,68,74,64,68,79,84,70,43,32,75,73,56,42,66,49,41,76,58,57,-
1945,"7/1/2001","Clatskanie Sch Dist 6j",896.3,98.28,95.5,912,551679,112,12.28,12.74,0,0,8.99,0,0,0.31,3,0.33,0.68,122,13.38,14.31,65,7.13,3.66,,,6.73,80,8.77,22.29,2.35,0.69,1.63,4.86,4.14,13.86,,,31.49,30.8,79.5,,40.43,,107.6,56601.5,53.2,49.44,54.42,15.8,14.68,14.94,3,2.79,2.9,2.5,2.32,1.39,33.1,30.76,26.35,3517.973355,3663.047792,968.510252,1165.20201,1055.151096,1087.937936,496.465888,296.942721,6038.100591,6213.130461,3790.974462,4067.62765,1249.363048,1433.480002,1534.188903,1391.866605,496.476578,321.959583,7071.002991,7214.933842,23.29,22.71,18.96,19.55,"No",9.31,5.94,13.61,,,,,,,1,2,1,2,0,2,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,87.32,87.17,57.89,40.58,85.07,78.98,64.19,53.14,67.13,62.33,75,69.19,66.28,78.79,81.95,87.34,37.66,34.33,76.81,75.25,56.37,44.73,66.22,36.37,40.91,61.88,51.9,49.62,-
1945,"7/1/2002","Clatskanie Sch Dist 6j",883.64,95.63,95.53,924,554071,120,12.99,12.89,0,0,9.39,0,0,0.31,0,0,0.1,,,,,,,,,6.33,80,8.66,23.66,0,,3.3,4.4,10.3,12.2,,,,,,,,,107.2,54650.1,50.4,47.01,54.28,19.3,18,15.23,3,2.8,2.92,2.5,2.33,1.22,32,29.85,26.35,3450.128019,3558.128021,942.883019,1105.710112,1134.555389,1044.12508,559.713787,300.078602,6087.280214,6008.041817,3693.442424,3972.356403,1173.795162,1406.176936,1516.489588,1340.382984,572.785854,324.706771,6956.513028,7043.623095,21.71,23.06,20.17,20.33,"No",12.32,6.27,12.32,,,,,,,0,0,0,0,0,0,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,172,93.1,84.61,53.75,47.76,86.22,80.41,63.42,53.57,,,73.13,,,81.7,83.6,81.54,33.75,33.82,79.43,79.26,61.48,46.23,,,28.36,,,51.3,-
1945,"7/1/2003","Clatskanie Sch Dist 6j",870.54,95.25,95.55,914,551410,124,13.57,12.68,0,0,10.05,0,0,0.27,0,0,0.09,,,,,,,,,,90,9.85,24.85,,0.6,3.1,4.6,13.4,12.6,,,,,,,,,104.2,53851.7,49.2,47.22,54.02,16.7,16.03,15.72,3,2.88,2.86,2.5,2.4,1.14,32.8,31.48,26.26,3365.085886,3615.516357,974.58338,1080.447678,1240.915284,1091.510161,575.242308,316.585551,6155.826858,6104.05975,3687.950481,4069.54675,1101.074157,1394.602386,1694.746094,1418.15316,575.242308,346.091873,7059.01304,7228.39417,21.65,23.82,20.45,20.55,,13.85,5.77,15.49,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,79.31,76.47,46.43,31.51,,,,,56.06,75.48,76.32,,,,74.13,82.35,35.09,16.21,,,,,28.79,18.18,,,,,-
1945,"7/1/2004","Clatskanie Sch Dist 6j",829.24,94.99,94.57,873,552339,110,12.6,12.74,,,10.35,1,0.12,0.22,,,,,,,,,,,,,80,9.16,27.44,,0.4,6.3,4.2,22.3,11.3,,,,,,,,,106.2,55307,49.4,46.52,53.48,19.3,18.17,16.56,3,2.82,2.84,2.5,2.35,1.15,32,30.13,25.97,3411.569713,3769.575188,1088.941237,1135.173281,1364.793928,1161.77714,649.509243,331.290935,6514.814121,6397.816545,3899.027697,4276.285699,1245.810045,1485.124849,1809.086368,1508.631223,649.509243,357.749569,7603.433353,7627.791341,19.85,23.64,19.62,20.27,,6.61,4.84,6.61,,"503-503","466-466","202-202","159-159",,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,72.72,85.42,80,45.71,88.78,85.08,65.03,55.79,,,79.49,,,78.86,81.35,85.72,80.83,33.79,88.09,86.47,65.92,48.68,,,,,,,-
1945,"7/1/2005","Clatskanie Sch Dist 6j",838.2,96.9,94.78,865,559254,108,12.49,12.63,8,0.95,10.27,1,0.12,0.23,,,,,,,,,,,,,95,10.98,27.58,0,0.4,6.79,4.1,18.2,13.7,,,,,,,,,105.3,56575.7,48,45.58,53.28,18.2,17.28,16.51,3.3,3.13,2.92,1.6,1.52,1.17,34.2,32.48,26.12,3736.806358,4005.379562,1132.60504,1214.87737,1406.512231,1242.443506,767.014508,328.162831,7042.938137,6790.86327,4166.117849,4546.761197,1299.586161,1593.279422,1818.804971,1617.38462,840.551988,358.548566,8125.060969,8115.973808,20.15,23.6,19.57,20.09,,5.41,,5.41,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,88.89,89.48,72.58,40.75,90.13,86.23,68.34,57.36,,,88.68,,,76.98,90.74,86.2,55.74,20.75,88.15,87.2,68.01,46.89,,,,,,,-
1945,"7/1/2006","Clatskanie SD 6J",,,,904,562828,122,13.5,12.62,,,,,,,,,,,,,,,,,,,125,13.83,29.41,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,3775.228429,4237.396191,1197.373119,1297.259921,1543.269789,1302.577587,745.9825,348.481508,7261.853837,7185.715208,4168.857555,4777.123807,1642.442212,1685.248519,1935.193904,1675.364305,823.529878,380.772109,8570.023549,8518.508743,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
