INSTID,SCHLYR,DISTNM,ADMCNT,DISTADMPCT,PLTADMPCT,STUDENRCNT,STSTUDENRCNT,SPLEDSTUDCNT,DISTSPLEDPCT,PLTSPLEDPCT,ESLSTUDCNT,DISTESLPCT,PLTESLPCT,TEENPARCNT,DISTTEENPARPCT,PLTTEENPARPCT,NEGLFOSCARESTUDCNT,DISTNEGLFOSCAREPCT,PLTNEGLFOSCAREPCT,STUDINPVTYCNT,DISTSTUDINPVTYPCT,PLTSTUDINPVTYPCT,HOMESCHLSTUDCNT,DISTHOMESCHLPCT,PLTHOMESCHLPCT,PRIVSCHLSTUDCNT,DISTPRIVSCHLPCT,PLTPRIVSCHLPCT,MnrtyStudCnt,DistMnrtyStudPct,StMnrtyStudPct,DistYr178DropOutPct,StYr178DropOutPct,DistYr1912DropOutPct,StYr1912DropOutPct,DistYr4DropOutPct,StYr4DropOutPct,HHINCMAMT,STHHINCMAMT,HHWCHLDPCT,STHHWCHLDPCT,POPCMPLTHSPCT,STPOPCMPLTHSPCT,POPATTDCLGPCT,STPOPATTDCLGPCT,DISTTOTFTE,PLTTOTFTE,LICSTFFTE,DISTLICSTFPCT,PLTLICSTFPCT,INSTRASSTFTE,DISTINSTRASSTPCT,PLTINSTRASSTPCT,SCHLADMINFTE,DISTSCHLADMINPCT,PLTSCHLADMINPCT,CNTLADMINFTE,DISTCNTLADMINPCT,PLTCNTLADMINPCT,CLSFSUPPSTFFTE,DISTCLSFSUPPSTFPCT,PLTCLSFSUPPSTFPCT,DIRCLSRMAMT,STDIRCLSRMAMT,CLSRMSUPPAMT,STCLSRMSUPPAMT,BLDGSUPPAMT,STBLDGSUPPAMT,CNTLSUPPAMT,STCNTLSUPPAMT,GENFUNDOPCOST,STGENFUNDOPCOST,DirClsRmTotAmt,DirClsRmStTotAmt,ClsRmSuppTotAmt,ClsRmSuppStTotAmt,BldgSuppTotAmt,BldgSuppStTotAmt,CntlSuppTotAmt,CntlSuppStTotAmt,TotAmt,StTotAmt,AVGCLSSZ,STAVGCLSSZ,STUDPTCHRAMT,STSTUDPTCHRAMT,OPENENRFLG,STUDPCOMPAMT,STSTUDPCOMPAMT,STUDPNETCONNAMT,STSTUDPNETCONNAMT,SES3GrdRng,SES5GrdRng,SES8GrdRng,SES10GrdRng,BldgUnder11Cnt,Bldg11to20Cnt,Bldg21to30Cnt,Bldg31to40Cnt,Bldg41to50Cnt,Bldg51to60Cnt,BldgOver60Cnt,InstrDayKCnt,InstrDay1Cnt,InstrDay2Cnt,InstrDay3Cnt,InstrDay4Cnt,InstrDay5Cnt,InstrDay6Cnt,InstrDay7Cnt,InstrDay8Cnt,InstrDay9Cnt,InstrDay10Cnt,InstrDay11Cnt,InstrDay12Cnt,StInstrDayKAvg,StInstrDay1Avg,StInstrDay2Avg,StInstrDay3Avg,StInstrDay4Avg,StInstrDay5Avg,StInstrDay6Avg,StInstrDay7Avg,StInstrDay8Avg,StInstrDay9Avg,StInstrDay10Avg,StInstrDay11Avg,StInstrDay12Avg,Read3GrdAtAbvPct,Read5GrdAtAbvPct,Read8GrdAtAbvPct,Read10GrdAtAbvPct,StRead3GrdAtAbvPct,StRead5GrdAtAbvPct,StRead8GrdAtAbvPct,StRead10GrdAtAbvPct,Writ5GrdAtAbvPct,Writ8GrdAtAbvPct,Writ10GrdAtAbvPct,StWrit5GrdAtAbvPct,StWrit8GrdAtAbvPct,StWrit10GrdAtAbvPct,Math3GrdAtAbvPct,Math5GrdAtAbvPct,Math8GrdAtAbvPct,Math10GrdAtAbvPct,StMath3GrdAtAbvPct,StMath5GrdAtAbvPct,StMath8GrdAtAbvPct,StMath10GrdAtAbvPct,Prob5GrdAtAbvPct,Prob8GrdAtAbvPct,Prob10GrdAtAbvPct,StProb5GrdAtAbvPct,StProb8GrdAtAbvPct,StProb10GrdAtAbvPct,last column
1896,"7/1/2006","Burnt River SD 30J",,,,60,562828,9,15,12.62,,,,,,,,,,,,,,,,,,,,,29.41,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,7128.116666,4237.396191,1420.333333,1297.259921,5903.066666,1302.577587,2626.833333,348.481508,17078.349998,7185.715208,8418.5,4777.123807,1448.533333,1685.248519,6795.816666,1675.364305,2976.633333,380.772109,19639.483332,8518.508743,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1896,"7/1/2007","Burnt River SD 30J",,,,47,566067,,,,,,,,,,,,,,,,,,,,,,,,30.64,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,10215.595744,4565.275658,1932.87234,1396.478018,7396.212765,1418.606667,3593.127659,385.264495,23137.808508,7765.62484,11695.74468,5102.242765,1985.595744,1797.957197,8394.021276,1822.471957,4053.127659,417.060486,26128.489359,9139.732407,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1896,"7/1/2008","Burnt River SD 30J",,,,52,564064,,,,,,,,,,,,,,,,,,,,,,7,13.46,31.19,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1896,"7/1/2009","Burnt River SD 30J",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1897,"7/1/1999","PINE-EAGLE SCH DIST 061",327.3,98.88,95.11,331,545085,22,6.65,11.32,,,,,,,,,0.29,59,17.82,14.31,,,,,,7.12,16,4.83,18,0,1.13,2.16,6.3,5.23,18.37,31763.33,53699,31.84,34.4,54.81,81.48,27.72,52.55,44.7,55282.8,25,55.93,55.11,4.5,10.07,14.08,1.2,2.68,2.93,1.8,4.03,1.42,12.2,27.29,26.45,4070.208882,3420.96401,1368.524108,1082.570434,1890.128066,1001.0682,835.054199,282.780827,8163.915255,5787.383473,4475.175649,3736.753912,1368.524108,1239.991766,2037.496646,1270.376076,835.054199,298.775495,8716.250602,6545.897251,20.25,22.83,15.76,19.54,"Yes",3.56,5.88,3.76,7.52,,,,,,0,1,1,0,2,0,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,95,85,83,76,82,74,64,52,73,81,,65,66,77,75,74,75,51,75,69,56,40,73,67,76,64,55,45,-
1897,"7/1/2000","PINE-EAGLE SCH DIST 061",315.8,101.22,95.58,312,545680,30,9.62,12.42,,,,1,0.32,0.31,0,0,0.15,59,18.91,14.38,,,,,,28.33,25,8.01,20.86,0,0.83,2.22,5.25,9.67,15.67,,,23.5,30.8,78.86,,41.72,,37.7,55896.6,23.9,63.4,55.04,1.9,5.04,14.51,1,2.65,2.92,1,2.65,1.5,9.9,26.26,26.03,4028.025576,3578.414585,1422.053173,1134.431819,2235.583685,1043.786027,912.095576,291.238395,8597.75801,6047.870827,4937.76032,3947.282717,1422.053173,1347.506967,2331.647788,1351.411667,912.095576,328.390216,9603.556857,6974.591568,17.89,22.61,14.93,19.36,"Yes",2.74,5.73,3.15,5.99,,,,,,0,1,1,0,2,0,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,93,87,76,84,84,77,62,53,67,70,92,64,68,79,87,87,56,85,75,73,56,42,60,75,97,76,58,57,-
1897,"7/1/2001","PINE-EAGLE SCH DIST 061",297,107.61,95.5,276,551679,27,9.78,12.74,0,0,8.99,0,0,0.31,1,0.36,0.68,59,21.38,14.31,25,9.06,3.66,,,6.73,26,9.42,22.29,0,0.69,2.31,4.86,,13.86,,,23.5,30.8,78.86,,41.72,,37,56601.5,23,62.16,54.42,2,5.41,14.94,0.5,1.35,2.9,0.5,1.35,1.39,11,29.73,26.35,4533.282028,3663.047792,920.396376,1165.20201,2744.096268,1087.937936,1001.713007,296.942721,9199.487679,6213.130461,5649.13192,4067.62765,920.396376,1433.480002,2855.560036,1391.866605,1001.713007,321.959583,10426.801339,7214.933842,14.6,22.71,13.94,19.55,"Yes",3.1,5.94,3.1,,,,,,,0,1,1,0,2,0,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,81.81,82.36,75,84.85,85.07,78.98,64.19,53.14,61.11,91.66,85.29,69.19,66.28,78.79,72.73,70.59,33.33,53.84,76.81,75.25,56.37,44.73,61.11,33.33,53.57,61.88,51.9,49.62,-
1897,"7/1/2002","PINE-EAGLE SCH DIST 061",268.75,100.28,95.53,268,554071,26,9.7,12.89,0,0,9.39,1,0.37,0.31,0,0,0.1,,,,,,,,,6.33,25,9.33,23.66,0,,0,4.4,,12.2,,,,,,,,,36,54650.1,21.8,60.56,54.28,3,8.33,15.23,1,2.78,2.92,0.1,0.28,1.22,10.1,28.06,26.35,5180.690447,3558.128021,1065.702126,1105.710112,2510.509589,1044.12508,985.979514,300.078602,9742.881676,6008.041817,6336.79082,3972.356403,1065.702126,1406.176936,2638.998395,1340.382984,985.979514,324.706771,11027.470855,7043.623095,7.69,23.06,14.64,20.33,"Yes",1.93,6.27,2.03,,,,,,,0,0,0,0,0,0,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,145,,,76.92,77.41,86.22,80.41,63.42,53.57,,,96.77,,,81.7,81.82,,56,41.94,79.43,79.26,61.48,46.23,,,35.48,,,51.3,-
1897,"7/1/2003","PINE-EAGLE SCH DIST 061",245.68,105.44,95.55,233,551410,17,7.3,12.68,0,0,10.05,0,0,0.27,0,0,0.09,,,,,,,,,,16,6.87,24.85,,0.6,0,4.6,,12.6,,,,,,,,,32.6,53851.7,20.2,61.96,54.02,2.3,7.06,15.72,0.7,2.15,2.86,0.2,0.61,1.14,9.2,28.22,26.26,5319.319356,3615.516357,1073.306309,1080.447678,3089.076695,1091.510161,1147.802188,316.585551,10629.504548,6104.05975,6112.450085,4069.54675,1613.49515,1394.602386,3266.237467,1418.15316,1147.802188,346.091873,12139.98489,7228.39417,18.4,23.82,13.31,20.55,,2.06,5.77,2.26,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,93.75,80,54.16,73.34,,,,,,80,92.3,,,,81.25,80,77.78,23.08,,,,,,26.32,,,,,-
1897,"7/1/2004","PINE-EAGLE SCH DIST 061",202.16,96.73,94.57,209,552339,14,6.7,12.74,,,10.35,,,0.22,,,,,,,,,,,,,25,11.96,27.44,,0.4,0,4.2,,11.3,,,,,,,,,35.5,55307,20,56.34,53.48,5,14.08,16.56,0.7,1.97,2.84,1.3,3.66,1.15,8.5,23.94,25.97,5634.894306,3769.575188,1131.551339,1135.173281,3478.896411,1161.77714,1558.87622,331.290935,11804.218276,6397.816545,6459.78287,4276.285699,1651.938899,1485.124849,3685.982535,1508.631223,1558.87622,357.749569,13356.580524,7627.791341,20.25,23.64,11.74,20.27,,1.31,4.84,1.31,,"200-214","122-249","99-99","242-242",,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,76.92,,78.95,69.57,88.78,85.08,65.03,55.79,,,95.84,,,78.86,92.3,,78.95,41.67,88.09,86.47,65.92,48.68,,,,,,,-
1897,"7/1/2005","PINE-EAGLE SCH DIST 061",178.79,97.17,94.78,184,559254,10,5.43,12.63,,,10.27,,,0.23,,,,,,,,,,,,,19,10.33,27.58,0,0.4,1.35,4.1,6.7,13.7,,,,,,,,,35.5,56575.7,20.4,57.46,53.28,5,14.08,16.51,0.7,1.97,2.92,1.3,3.66,1.17,8.1,22.82,26.12,7038.065217,4005.379562,1451.646739,1214.87737,5103.73913,1242.443506,1877.635869,328.162831,15471.086955,6790.86327,7927.913043,4546.761197,2045.451086,1593.279422,5339.456521,1617.38462,1877.635869,358.548566,17190.456519,8115.973808,21.4,23.6,10.11,20.09,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.33,88.89,73.68,90.13,86.23,68.34,57.36,,,93.75,,,76.98,90.91,88.89,72.23,55,88.15,87.2,68.01,46.89,,,,,,,-
1897,"7/1/2006","Pine Eagle SD 61",,,,186,562828,12,6.45,12.62,,,,,,,,,,,,,,,,,,,14,7.53,29.41,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,6756.908602,4237.396191,1315.053763,1297.259921,3945.650537,1302.577587,1539.935483,348.481508,13557.548385,7185.715208,7485.693548,4777.123807,1914.462365,1685.248519,4167.919354,1675.364305,1539.935483,380.772109,15108.01075,8518.508743,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1897,"7/1/2007","Pine Eagle SD 61",,,,187,566067,,,,,,,,,,,,,,,,,,,,,,16,8.56,30.64,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,5561.099625,4565.275658,1113.632994,1396.478018,3396.412459,1418.606667,1210.937112,385.264495,11282.08219,7765.62484,6778.242406,5102.242765,2122.450481,1797.957197,3862.10877,1822.471957,1210.937112,417.060486,13973.738769,9139.732407,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1897,"7/1/2008","Pine Eagle SD 61",,,,169,564064,,,,,,,,,,,,,,,,,,,,,,16,9.47,31.19,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1897,"7/1/2009","Pine Eagle SD 61",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1898,"7/1/1999","MONROE SCH DIST 1J",478.1,96.39,95.11,496,545085,51,10.28,11.32,,,,,,,,,0.29,19,3.83,14.31,,,,53,10.69,7.12,60,12.1,18,0,1.13,4.12,6.3,16.09,18.37,59227,53699,38.54,34.4,49,81.48,29.83,52.55,56.7,55282.8,32.1,56.61,55.11,5.5,9.7,14.08,1.8,3.17,2.93,1,1.76,1.42,16.3,28.75,26.45,3284.562197,3420.96401,1193.34258,1082.570434,1581.804354,1001.0682,506.094193,282.780827,6565.803324,5787.383473,3413.82762,3736.753912,1388.354153,1239.991766,1581.804354,1270.376076,506.094193,298.775495,6890.08032,6545.897251,19.27,22.83,17.65,19.54,"No",3.84,5.88,7.29,7.52,,,,,,0,1,0,2,0,1,168,168,168,168,169,169,169,169,169,169,169,169,169,168,168,168,168,169,169,169,169,169,169,169,169,169,85,43,63,32,82,74,64,52,48,78,86,65,66,77,82,38,66,55,75,69,56,40,45,47,66,64,55,45,-
1898,"7/1/2000","MONROE SCH DIST 1J",426.4,95.39,95.58,447,545680,59,13.2,12.42,,,,0,0,0.31,0,0,0.15,16,3.58,14.38,,,,59,13.2,28.33,53,11.86,20.86,1.43,0.83,0.65,5.25,2.78,15.67,,,32.32,30.8,77.73,,48.29,,55.8,55896.6,32,57.35,55.04,7.9,14.16,14.51,2,3.58,2.92,0.5,0.9,1.5,13.4,24.01,26.03,3469.842527,3578.414585,1250.171454,1134.431819,1635.270134,1043.786027,501.966756,291.238395,6857.250871,6047.870827,3594.82953,3947.282717,1417.72868,1347.506967,1771.601767,1351.411667,501.966756,328.390216,7286.126733,6974.591568,14,22.61,16.2,19.36,"No",3.47,5.73,4.81,5.99,,,,,,1,1,0,2,0,1,168,168,168,168,169,169,169,169,169,169,169,169,169,168,168,168,168,169,169,169,169,169,169,169,169,169,85,83,52,70,84,77,62,53,38,74,93,64,68,79,75,68,47,60,75,73,56,42,,36,74,76,58,57,-
1898,"7/1/2001","MONROE SCH DIST 1J",436.9,98.4,95.5,444,551679,71,15.99,12.74,15,3.43,8.99,0,0,0.31,7,1.58,0.68,16,3.6,14.31,12,2.7,3.66,48,10.81,6.73,68,15.32,22.29,0,0.69,0.7,4.86,,13.86,,,32.32,30.8,77.73,,48.29,,49.3,56601.5,28.5,57.81,54.42,5.8,11.76,14.94,1.9,3.85,2.9,0.6,1.22,1.39,12.5,25.35,26.35,3311.679391,3663.047792,1104.032162,1165.20201,1632.918783,1087.937936,545.893423,296.942721,6594.523759,6213.130461,3470.871801,4067.62765,1227.440968,1433.480002,1714.304009,1391.866605,545.893423,321.959583,6958.510201,7214.933842,24.62,22.71,18.12,19.55,"No",3.42,5.94,4.83,,,,,,,1,1,0,1,1,1,168,168,168,168,169,169,169,169,169,169,169,169,169,168,168,168,168,169,169,169,169,169,169,169,169,169,78.95,62.86,71.43,41.17,85.07,78.98,64.19,53.14,61.76,79.42,85.29,69.19,66.28,78.79,68.42,51.43,60.98,51.43,76.81,75.25,56.37,44.73,85.29,46.15,54.29,61.88,51.9,49.62,-
1898,"7/1/2002","MONROE SCH DIST 1J",431.1,97.53,95.53,442,554071,75,16.97,12.89,18,4.18,9.39,0,0,0.31,0,0,0.1,,,,,,,49,11.09,6.33,69,15.61,23.66,0,,2.8,4.4,,12.2,,,,,,,,,49.5,54650.1,27.4,55.35,54.28,6.7,13.54,15.23,2.1,4.24,2.92,0.8,1.62,1.22,12.5,25.25,26.35,3337.569819,3558.128021,1107.065701,1105.710112,1637.223076,1044.12508,563.473846,300.078602,6645.332442,6008.041817,3548.747556,3972.356403,1451.918257,1406.176936,1709.447398,1340.382984,563.473846,324.706771,7273.587057,7043.623095,23.08,23.06,18.49,20.33,"No",3.4,6.27,4.65,,,,,,,0,0,0,0,0,0,168,168,168,168,169,169,169,169,169,,169,169,169,168,168,168,168,169,169,169,169,169,,169,169,169,96.15,73.33,37.5,41.93,86.22,80.41,63.42,53.57,,,86.67,,,81.7,88.89,70.97,35,48.48,79.43,79.26,61.48,46.23,,,43.59,,,51.3,-
1898,"7/1/2003","MONROE SCH DIST 1J",412.77,98.51,95.55,419,551410,82,19.57,12.68,50,12.11,10.05,5,1.21,0.27,0,0,0.09,,,,,,,,,,86,20.53,24.85,,0.6,2.2,4.6,,12.6,,,,,,,,,45.5,53851.7,25.2,55.38,54.02,7.5,16.48,15.72,2,4.4,2.86,0.6,1.32,1.14,10.2,22.42,26.26,3576.669594,3615.516357,939.077804,1080.447678,1827.90661,1091.510161,597.472482,316.585551,6941.12649,6104.05975,3882.802768,4069.54675,1335.513365,1394.602386,1917.669546,1418.15316,597.472482,346.091873,7733.458161,7228.39417,24.67,23.82,18.14,20.55,,4.32,5.77,5.74,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,58.34,68.42,60.6,73.92,,,,,60.53,77.42,90.91,,,,50,73.68,34.21,62.5,,,,,65.78,20.69,,,,,-
1898,"7/1/2004","MONROE SCH DIST 1J",428.91,97.92,94.57,438,552339,82,18.72,12.74,46,10.72,10.35,2,0.47,0.22,,,,,,,,,,,,,98,22.37,27.44,,0.4,2.8,4.2,,11.3,,,,,,,,,44.9,55307,25.3,56.35,53.48,6.9,15.37,16.56,2,4.45,2.84,0.5,1.11,1.15,10.2,22.72,25.97,3661.116187,3769.575188,1044.802305,1135.173281,1685.83105,1161.77714,566.155502,331.290935,6957.905044,6397.816545,3970.110319,4276.285699,1345.344566,1485.124849,2048.954543,1508.631223,566.155502,357.749569,7930.56493,7627.791341,23.62,23.64,19.3,20.27,,5.41,4.84,5.76,,"142-142","230-230","88-88","160-160",,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,87.51,78.13,58.82,31.11,88.78,85.08,65.03,55.79,,,59.52,,,78.86,90.63,78.13,47.06,44.44,88.09,86.47,65.92,48.68,,,,,,,-
1898,"7/1/2005","Monroe SD 1J",443.12,95.71,94.78,463,559254,77,16.63,12.63,55,12.41,10.27,,,0.23,,,,,,,,,,,,,83,17.93,27.58,0,0.4,4.67,4.1,12.5,13.7,,,,,,,,,49,56575.7,26.4,53.88,53.28,8.2,16.73,16.51,2.4,4.9,2.92,0.6,1.22,1.17,11.4,23.27,26.12,3961.997516,4005.379562,1188.223866,1214.87737,2196.067127,1242.443506,542.653412,328.162831,7888.941921,6790.86327,4266.197602,4546.761197,1457.618293,1593.279422,2611.086025,1617.38462,542.653412,358.548566,8877.555332,8115.973808,22.5,23.6,19.37,20.09,,4.33,,4.63,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,65.63,64.28,51.51,57.14,90.13,86.23,68.34,57.36,,,72.42,,,76.98,75,71.43,63.63,58.62,88.15,87.2,68.01,46.89,,,,,,,-
1898,"7/1/2006","Monroe SD 1J",,,,443,562828,70,15.8,12.62,,,,,,,,,,,,,,,,,,,88,19.86,29.41,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,4698.841963,4237.396191,1315.970699,1297.259921,2317.702618,1302.577587,590.526546,348.481508,8923.041826,7185.715208,5010.752505,4777.123807,1895.787178,1685.248519,2796.162009,1675.364305,590.526546,380.772109,10293.228238,8518.508743,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1898,"7/1/2007","Monroe SD 1J",,,,448,566067,,,,,,,,,,,,,,,,,,,,,,96,21.43,30.64,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,5064.292209,4565.275658,1464.045022,1396.478018,2419.5602,1418.606667,661.158883,385.264495,9609.056314,7765.62484,5378.2627,5102.242765,1876.6602,1797.957197,2948.938303,1822.471957,661.158883,417.060486,10865.020086,9139.732407,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1898,"7/1/2008","Monroe SD 1J",,,,467,564064,,,,,,,,,,,,,,,,,,,,,,101,21.63,31.19,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1898,"7/1/2009","Monroe SD 1J",,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-
1899,"7/1/1999","ALSEA SCH DIST 7J",221.5,95.06,95.11,233,545085,31,13.3,11.32,,,,,,,,,0.29,69,29.61,14.31,,,,,,7.12,10,4.29,18,3.45,1.13,3,6.3,,18.37,49485,53699,38.15,34.4,54.03,81.48,32.56,52.55,42,55282.8,22,52.38,55.11,4.4,10.48,14.08,2,4.76,2.93,2,4.76,1.42,11.6,27.62,26.45,4502.112145,3420.96401,1428.515622,1082.570434,1634.692446,1001.0682,543.34927,282.780827,8108.669483,5787.383473,4753.688154,3736.753912,1553.359613,1239.991766,1759.515193,1270.376076,543.34927,298.775495,8609.91223,6545.897251,14.57,22.83,11.42,19.54,"No",,5.88,,7.52,,,,,,2,0,1,1,0,0,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,80,80,53,65,82,74,64,52,81,79,64,65,66,77,55,87,60,43,75,69,56,40,94,71,35,64,55,45,-
1899,"7/1/2000","ALSEA SCH DIST 7J",204.3,95.47,95.58,214,545680,31,14.49,12.42,,,,0,0,0.31,0,0,0.15,62,28.97,14.38,,,,,,28.33,11,5.14,20.86,0,0.83,3.75,5.25,,15.67,,,35.75,30.8,81.19,,47.83,,35.3,55896.6,19.6,55.52,55.04,4.6,13.03,14.51,1.5,4.25,2.92,0.5,1.42,1.5,9.1,25.78,26.03,5020.107429,3578.414585,1877.324345,1134.431819,1665.964018,1043.786027,544.156588,291.238395,9107.55238,6047.870827,5388.647196,3947.282717,2047.074018,1347.506967,2099.781542,1351.411667,544.156588,328.390216,10079.659344,6974.591568,,22.61,12.09,19.36,"No",2.82,5.73,1.7,5.99,,,,,,3,0,1,1,0,0,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,94,82,62,65,84,77,62,53,73,60,88,64,68,79,,91,71,41,75,73,56,42,82,73,82,76,58,57,-
1899,"7/1/2001","ALSEA SCH DIST 7J",192.9,96.93,95.5,199,551679,27,13.57,12.74,0,0,8.99,0,0,0.31,8,4.02,0.68,59,29.65,14.31,12,6.03,3.66,,,6.73,14,7.04,22.29,0,0.69,1.3,4.86,,13.86,,,35.75,30.8,81.19,,47.83,,39.7,56601.5,17.5,44.08,54.42,4.2,10.58,14.94,2,5.04,2.9,2,5.04,1.39,14,35.26,26.35,4986.702914,3663.047792,1876.25015,1165.20201,1760.637839,1087.937936,615.55,296.942721,9239.140903,6213.130461,5636.719447,4067.62765,2042.632261,1433.480002,1945.639045,1391.866605,615.55,321.959583,10240.540753,7214.933842,13,22.71,12.36,19.55,"No",,5.94,,,,,,,,2,0,0,2,0,0,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,,88.89,75,80,85.07,78.98,64.19,53.14,72.23,83.33,78.57,69.19,66.28,78.79,90,73.69,30.76,43.75,76.81,75.25,56.37,44.73,66.67,23.07,60,61.88,51.9,49.62,-
1899,"7/1/2002","ALSEA SCH DIST 7J",178.47,98.06,95.53,182,554071,30,16.48,12.89,4,2.24,9.39,1,0.56,0.31,0,0,0.1,,,,,,,,,6.33,14,7.69,23.66,0,,1.4,4.4,,12.2,,,,,,,,,37,54650.1,18.6,50.27,54.28,2.3,6.22,15.23,2,5.41,2.92,2,5.41,1.22,12.1,32.7,26.35,4646.973021,3558.128021,1882.744175,1105.710112,1893.048846,1044.12508,728.472417,300.078602,9151.238459,6008.041817,5161.906043,3972.356403,2032.356318,1406.176936,1963.680989,1340.382984,728.472417,324.706771,9886.415767,7043.623095,16.1,23.06,10.83,20.33,"No",2.09,6.27,2.33,,,,,,,0,0,0,0,0,0,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,174,93.34,90,81.25,80,86.22,80.41,63.42,53.57,,,93.34,,,81.7,93.34,90.91,81.25,50,79.43,79.26,61.48,46.23,,,25,,,51.3,-
